survey_id,company_id,customer_id,survey_date,satisfaction_score,preferred_feature,purchase_factor,improvement_area,would_recommend
SRV029481,C001,CUST06042,2023-01-13,3.0,More smart features,Price,Software,No
SRV001857,C008,CUST09596,2023-01-13,,Improved durability,Price,Performance,Yes
SRV003951,C002,CUST07906,2023-01-13,2.0,Improved comfort,Price,Software,No
SRV016218,C009,CUST09420,2023-01-13,1.0,Better software,Brand reputation,Performance,No
SRV002944,C008,CUST00781,2023-01-13,1.0,Longer battery life,Brand reputation,Software,No
SRV003645,C007,CUST08866,2023-01-13,,Lower price,Design,Comfort,Yes
SRV024990,C007,CUST02157,2023-01-13,,Better design,Performance,Price,Yes
SRV029316,C005,CUST09622,2023-01-13,,Improved comfort,Price,Performance,Yes
SRV012720,C004,CUST07619,2023-01-14,,Better performance,Durability,Price,Yes
SRV008738,C009,CUST00520,2023-01-14,,Better design,Brand reputation,Price,Yes
SRV006212,C002,CUST03375,2023-01-14,3.0,Improved comfort,Brand reputation,Battery life,No
SRV029010,C010,CUST07080,2023-01-14,2.0,Longer battery life,Price,Comfort,No
SRV021024,C010,CUST06551,2023-01-14,,Longer battery life,Price,Durability,Yes
SRV007372,C009,CUST01832,2023-01-14,3.0,Better performance,Customer reviews,Comfort,No
SRV028764,C004,CUST02536,2023-01-14,3.0,Longer battery life,Quality,Customer support,No
SRV000932,C003,CUST02224,2023-01-14,4.0,Lower price,Features,Battery life,No
SRV018271,C010,CUST01485,2023-01-14,2.0,Lower price,Design,Performance,No
SRV028788,C006,CUST09572,2023-01-14,,Longer battery life,Brand reputation,Software,Yes
SRV025230,C001,CUST03445,2023-01-14,,Improved comfort,Performance,Durability,Yes
SRV024960,C005,CUST01687,2023-01-14,,Better performance,Customer reviews,Price,Yes
SRV013145,C003,CUST09792,2023-01-14,4.0,Longer battery life,Quality,Durability,No
SRV018396,C008,CUST00341,2023-01-14,,Improved comfort,Customer reviews,Comfort,No
SRV007642,C001,CUST09204,2023-01-14,1.0,Better design,Price,Comfort,No
SRV010851,C005,CUST09986,2023-01-14,,Improved comfort,Durability,Price,No
SRV024035,C008,CUST08241,2023-01-14,,Lower price,Performance,Customer support,Yes
SRV021029,C004,CUST09532,2023-01-14,,Lower price,Performance,Software,Yes
SRV005226,C001,CUST02276,2023-01-14,3.0,More smart features,Performance,Customer support,No
SRV016972,C010,CUST02616,2023-01-14,3.0,Better design,Design,Durability,No
SRV005240,C009,CUST02402,2023-01-14,2.0,Improved durability,Price,Software,No
SRV008907,C004,CUST03946,2023-01-14,,Longer battery life,Price,Performance,Yes
SRV001122,C002,CUST09663,2023-01-14,,Lower price,Durability,Design,Yes
SRV009160,C003,CUST00015,2023-01-14,1.0,Longer battery life,Durability,Performance,No
SRV027677,C009,CUST04072,2023-01-14,1.0,Better software,Features,Comfort,No
SRV008011,C010,CUST05323,2023-01-14,,Better software,Durability,Software,Yes
SRV021626,C004,CUST00526,2023-01-14,3.0,Improved comfort,Price,Design,No
SRV014355,C001,CUST00083,2023-01-14,,Improved durability,Brand reputation,Durability,Yes
SRV009362,C006,CUST04716,2023-01-14,,Lower price,Quality,Design,Yes
SRV003826,C003,CUST00302,2023-01-14,3.0,Better design,Performance,Performance,No
SRV019927,C008,CUST05211,2023-01-14,,Longer battery life,Price,Performance,Yes
SRV007811,C009,CUST09408,2023-01-14,4.0,Longer battery life,Features,Software,No
SRV011194,C008,CUST09973,2023-01-14,3.0,Better performance,Customer reviews,Battery life,No
SRV009651,C001,CUST09846,2023-01-14,4.0,Lower price,Price,Design,No
SRV022572,C001,CUST07104,2023-01-14,,Improved durability,Customer reviews,Price,Yes
SRV022568,C004,CUST02321,2023-01-14,2.0,Improved comfort,Customer reviews,Price,No
SRV003593,C002,CUST06913,2023-01-15,,More smart features,Durability,Performance,No
SRV029958,C006,CUST08102,2023-01-15,,Better performance,Brand reputation,Battery life,Yes
SRV005807,C001,CUST05974,2023-01-15,,Better design,Features,Comfort,No
SRV015868,C009,CUST07894,2023-01-15,2.0,Better performance,Brand reputation,Software,No
SRV003746,C004,CUST07950,2023-01-15,3.0,Lower price,Price,Price,No
SRV020187,C006,CUST05768,2023-01-15,,Better software,Design,Battery life,Yes
SRV022954,C010,CUST01855,2023-01-15,3.0,Better software,Durability,Battery life,No
SRV001596,C005,CUST08132,2023-01-15,,More smart features,Features,Battery life,Yes
SRV014601,C008,CUST00714,2023-01-15,4.0,Better design,Durability,Price,No
SRV025196,C009,CUST04525,2023-01-15,3.0,Better performance,Durability,Battery life,No
SRV012096,C002,CUST09919,2023-01-15,,More smart features,Quality,Battery life,Yes
SRV010749,C006,CUST08232,2023-01-15,1.0,Improved durability,Customer reviews,Durability,No
SRV009252,C008,CUST00515,2023-01-15,,Longer battery life,Design,Price,Yes
SRV017758,C004,CUST03606,2023-01-15,4.0,Lower price,Performance,Price,No
SRV001056,C006,CUST04228,2023-01-15,3.0,Better performance,Design,Durability,No
SRV021830,C006,CUST05350,2023-01-15,,Lower price,Design,Battery life,Yes
SRV015956,C001,CUST02815,2023-01-15,3.0,Longer battery life,Quality,Performance,No
SRV019405,C005,CUST07665,2023-01-15,,Improved comfort,Price,Comfort,Yes
SRV012022,C008,CUST02022,2023-01-15,,Better performance,Brand reputation,Design,Yes
SRV007718,C009,CUST09903,2023-01-15,,Better design,Performance,Comfort,Yes
SRV017125,C001,CUST04448,2023-01-15,1.0,More smart features,Brand reputation,Price,No
SRV009911,C002,CUST02802,2023-01-15,,Improved durability,Customer reviews,Comfort,Yes
SRV028393,C005,CUST03858,2023-01-15,,Better performance,Customer reviews,Customer support,Yes
SRV026429,C001,CUST03160,2023-01-15,2.0,Better design,Performance,Customer support,No
SRV029261,C006,CUST01875,2023-01-15,3.0,Better software,Features,Design,No
SRV007152,C003,CUST00602,2023-01-15,,Improved comfort,Brand reputation,Durability,Yes
SRV027094,C008,CUST06016,2023-01-16,,Lower price,Durability,Battery life,Yes
SRV017110,C007,CUST08681,2023-01-16,5.0,Longer battery life,Features,Comfort,No
SRV029503,C002,CUST09064,2023-01-16,4.0,Lower price,Design,Comfort,No
SRV015706,C001,CUST07875,2023-01-16,,Better design,Performance,Customer support,Yes
SRV016213,C006,CUST05529,2023-01-16,,Better software,Performance,Performance,Yes
SRV012294,C004,CUST07486,2023-01-16,1.0,More smart features,Durability,Price,No
SRV017039,C003,CUST08172,2023-01-16,5.0,Longer battery life,Price,Price,No
SRV026893,C007,CUST05711,2023-01-16,,Improved comfort,Brand reputation,Battery life,Yes
SRV028898,C010,CUST07367,2023-01-16,3.0,Improved comfort,Design,Design,No
SRV001963,C002,CUST06668,2023-01-16,,More smart features,Customer reviews,Durability,Yes
SRV026358,C006,CUST03678,2023-01-16,4.0,Better software,Features,Price,No
SRV009447,C009,CUST05052,2023-01-16,5.0,Lower price,Quality,Customer support,No
SRV004114,C005,CUST06417,2023-01-16,2.0,Better software,Performance,Price,No
SRV007703,C008,CUST07520,2023-01-16,4.0,Longer battery life,Brand reputation,Comfort,No
SRV015297,C010,CUST01470,2023-01-16,5.0,Longer battery life,Design,Design,No
SRV007156,C003,CUST04938,2023-01-16,2.0,Improved durability,Quality,Customer support,No
SRV000223,C010,CUST07066,2023-01-16,,Better software,Brand reputation,Design,Yes
SRV009740,C004,CUST00575,2023-01-16,5.0,Lower price,Customer reviews,Software,No
SRV002696,C007,CUST07759,2023-01-16,,Improved durability,Quality,Design,No
SRV022448,C008,CUST02878,2023-01-16,4.0,Longer battery life,Price,Performance,No
SRV015022,C008,CUST01698,2023-01-16,3.0,Improved durability,Brand reputation,Design,No
SRV009347,C003,CUST03993,2023-01-16,4.0,Improved comfort,Performance,Durability,No
SRV022556,C004,CUST00960,2023-01-16,5.0,Longer battery life,Customer reviews,Software,No
SRV002956,C009,CUST06752,2023-01-17,2.0,Better design,Durability,Software,No
SRV018242,C009,CUST04776,2023-01-17,4.0,Improved comfort,Design,Battery life,No
SRV003301,C009,CUST06340,2023-01-17,,More smart features,Design,Performance,Yes
SRV004467,C007,CUST07020,2023-01-17,,Better design,Brand reputation,Customer support,Yes
SRV004558,C005,CUST07807,2023-01-17,1.0,Improved durability,Features,Software,No
SRV006017,C004,CUST08901,2023-01-17,4.0,Lower price,Customer reviews,Price,No
SRV011633,C003,CUST05628,2023-01-17,,Better performance,Design,Comfort,Yes
SRV026573,C003,CUST04382,2023-01-17,,Better software,Performance,Software,Yes
SRV000827,C003,CUST05096,2023-01-17,4.0,Better performance,Brand reputation,Battery life,No
SRV001617,C001,CUST01845,2023-01-17,,Improved durability,Design,Software,Yes
SRV016963,C006,CUST03811,2023-01-17,3.0,Better software,Performance,Design,No
SRV025604,C001,CUST02684,2023-01-17,,More smart features,Price,Battery life,Yes
SRV003380,C002,CUST08678,2023-01-17,3.0,More smart features,Performance,Performance,No
SRV022436,C001,CUST05220,2023-01-17,,Improved durability,Customer reviews,Comfort,Yes
SRV017057,C005,CUST02240,2023-01-17,,Lower price,Design,Software,Yes
SRV010123,C007,CUST06884,2023-01-17,,Better software,Durability,Price,Yes
SRV008057,C004,CUST07025,2023-01-17,2.0,Improved comfort,Customer reviews,Customer support,No
SRV009146,C010,CUST00848,2023-01-17,1.0,Better software,Durability,Design,No
SRV009657,C007,CUST01115,2023-01-17,2.0,Better performance,Features,Design,No
SRV003532,C001,CUST03044,2023-01-17,,Better design,Features,Software,No
SRV010205,C005,CUST03180,2023-01-17,2.0,Improved comfort,Durability,Comfort,No
SRV013508,C002,CUST00178,2023-01-17,,Lower price,Features,Durability,Yes
SRV029258,C005,CUST03702,2023-01-17,4.0,Improved comfort,Design,Software,No
SRV019087,C005,CUST04469,2023-01-17,5.0,Lower price,Durability,Performance,No
SRV024818,C004,CUST04000,2023-01-17,,Better performance,Brand reputation,Comfort,Yes
SRV015245,C009,CUST08108,2023-01-17,5.0,Improved durability,Design,Performance,No
SRV003605,C005,CUST08483,2023-01-17,5.0,Improved comfort,Customer reviews,Durability,No
SRV022042,C001,CUST05951,2023-01-17,4.0,Better software,Features,Durability,No
SRV025085,C004,CUST00078,2023-01-17,4.0,Better software,Durability,Comfort,No
SRV028154,C008,CUST01696,2023-01-17,3.0,Lower price,Design,Performance,No
SRV024227,C008,CUST03958,2023-01-17,3.0,Longer battery life,Quality,Durability,No
SRV009871,C010,CUST07584,2023-01-17,3.0,More smart features,Features,Design,No
SRV018849,C004,CUST05182,2023-01-17,3.0,Better design,Durability,Performance,No
SRV001369,C009,CUST06527,2023-01-18,2.0,Improved durability,Performance,Comfort,No
SRV009863,C005,CUST04098,2023-01-18,,Better design,Price,Durability,Yes
SRV029668,C006,CUST02613,2023-01-18,,Lower price,Customer reviews,Battery life,No
SRV007260,C004,CUST03726,2023-01-18,4.0,Improved durability,Features,Battery life,No
SRV013761,C008,CUST00746,2023-01-18,1.0,Better design,Price,Performance,No
SRV024142,C003,CUST09856,2023-01-18,3.0,Improved durability,Quality,Price,No
SRV013275,C010,CUST09114,2023-01-18,,Improved durability,Durability,Battery life,Yes
SRV003284,C001,CUST05688,2023-01-18,5.0,Better software,Brand reputation,Customer support,No
SRV000892,C006,CUST09010,2023-01-18,2.0,Better software,Design,Price,No
SRV014085,C009,CUST05853,2023-01-18,2.0,Better software,Features,Price,No
SRV023188,C006,CUST08255,2023-01-18,,Better performance,Design,Performance,Yes
SRV027934,C007,CUST09774,2023-01-18,,Better design,Customer reviews,Customer support,Yes
SRV017495,C003,CUST05216,2023-01-18,1.0,Lower price,Price,Price,No
SRV014921,C010,CUST08065,2023-01-18,3.0,Lower price,Performance,Design,No
SRV021157,C008,CUST06705,2023-01-18,,Better performance,Price,Price,No
SRV005289,C005,CUST00789,2023-01-18,1.0,Improved durability,Features,Customer support,No
SRV020488,C004,CUST00380,2023-01-18,2.0,Improved durability,Price,Customer support,No
SRV011246,C002,CUST06913,2023-01-18,,Improved durability,Customer reviews,Durability,No
SRV000789,C005,CUST07406,2023-01-18,1.0,Better design,Durability,Performance,No
SRV006190,C002,CUST01733,2023-01-18,,Improved comfort,Durability,Software,Yes
SRV003248,C010,CUST04112,2023-01-18,3.0,Improved durability,Performance,Price,No
SRV002387,C004,CUST06423,2023-01-18,1.0,More smart features,Quality,Price,No
SRV027491,C004,CUST02346,2023-01-18,2.0,Lower price,Customer reviews,Software,No
SRV024144,C008,CUST02896,2023-01-18,,Longer battery life,Customer reviews,Design,Yes
SRV003466,C002,CUST01896,2023-01-18,2.0,Better performance,Performance,Software,No
SRV025034,C006,CUST06299,2023-01-18,,Longer battery life,Price,Battery life,Yes
SRV012650,C004,CUST03630,2023-01-18,,More smart features,Brand reputation,Performance,Yes
SRV013606,C001,CUST00127,2023-01-18,5.0,Better software,Performance,Comfort,No
SRV021724,C010,CUST05733,2023-01-19,,Better performance,Price,Customer support,No
SRV025510,C007,CUST00481,2023-01-19,,More smart features,Features,Customer support,Yes
SRV021798,C010,CUST05857,2023-01-19,3.0,Longer battery life,Features,Price,No
SRV001543,C007,CUST07033,2023-01-19,,Improved durability,Performance,Design,Yes
SRV012630,C003,CUST09087,2023-01-19,,Improved durability,Customer reviews,Customer support,Yes
SRV026582,C006,CUST06577,2023-01-19,3.0,Better design,Customer reviews,Design,No
SRV020054,C007,CUST05230,2023-01-19,,Lower price,Performance,Design,Yes
SRV021707,C004,CUST04193,2023-01-19,2.0,More smart features,Price,Durability,No
SRV013294,C007,CUST01031,2023-01-19,2.0,Better performance,Price,Price,No
SRV021710,C004,CUST06232,2023-01-19,,Better design,Design,Design,Yes
SRV025441,C001,CUST08885,2023-01-19,,Longer battery life,Design,Comfort,Yes
SRV008234,C010,CUST00164,2023-01-19,,Better software,Design,Design,No
SRV000819,C009,CUST03876,2023-01-19,,Lower price,Features,Battery life,Yes
SRV002668,C006,CUST08032,2023-01-19,,More smart features,Performance,Price,No
SRV013939,C006,CUST03811,2023-01-19,,Better performance,Quality,Design,Yes
SRV021604,C009,CUST00710,2023-01-19,,Better performance,Customer reviews,Price,Yes
SRV024207,C007,CUST01161,2023-01-19,4.0,Longer battery life,Performance,Battery life,No
SRV004077,C006,CUST04148,2023-01-19,,More smart features,Performance,Performance,Yes
SRV029044,C004,CUST00667,2023-01-19,,Lower price,Quality,Customer support,No
SRV002233,C007,CUST06384,2023-01-19,3.0,Improved comfort,Brand reputation,Customer support,No
SRV020848,C003,CUST07720,2023-01-19,1.0,Improved durability,Durability,Customer support,No
SRV006494,C002,CUST04365,2023-01-19,2.0,Better performance,Brand reputation,Price,No
SRV017253,C008,CUST06079,2023-01-19,,Better software,Durability,Comfort,Yes
SRV018598,C008,CUST02050,2023-01-19,,Improved comfort,Quality,Performance,Yes
SRV020839,C007,CUST03920,2023-01-19,1.0,Lower price,Quality,Design,No
SRV005532,C009,CUST07272,2023-01-19,4.0,Longer battery life,Quality,Performance,No
SRV012322,C010,CUST07577,2023-01-19,4.0,Improved durability,Durability,Battery life,No
SRV023725,C004,CUST05383,2023-01-19,,More smart features,Quality,Durability,No
SRV028348,C008,CUST00319,2023-01-19,3.0,Longer battery life,Performance,Software,No
SRV001605,C010,CUST02943,2023-01-19,2.0,Better software,Customer reviews,Comfort,No
SRV021183,C001,CUST00368,2023-01-19,3.0,Lower price,Design,Customer support,No
SRV012328,C004,CUST04683,2023-01-19,4.0,Improved comfort,Brand reputation,Design,No
SRV004622,C001,CUST00760,2023-01-19,,Better performance,Durability,Comfort,Yes
SRV019167,C003,CUST07362,2023-01-19,,More smart features,Brand reputation,Performance,Yes
SRV020179,C003,CUST02712,2023-01-20,2.0,Better performance,Price,Software,No
SRV012404,C001,CUST03233,2023-01-20,1.0,Lower price,Quality,Battery life,No
SRV011968,C002,CUST00160,2023-01-20,2.0,More smart features,Durability,Durability,No
SRV001370,C004,CUST02261,2023-01-20,4.0,Longer battery life,Design,Price,No
SRV011702,C010,CUST01842,2023-01-20,,Better design,Durability,Price,Yes
SRV001827,C002,CUST00658,2023-01-20,,More smart features,Customer reviews,Battery life,Yes
SRV000640,C008,CUST09388,2023-01-20,5.0,Better software,Quality,Software,No
SRV026776,C008,CUST07415,2023-01-20,,More smart features,Performance,Price,No
SRV001366,C010,CUST06175,2023-01-20,3.0,Better software,Customer reviews,Durability,No
SRV017287,C006,CUST07191,2023-01-20,3.0,More smart features,Design,Comfort,No
SRV025573,C007,CUST07403,2023-01-20,4.0,More smart features,Durability,Durability,No
SRV024450,C005,CUST02902,2023-01-20,,Better design,Performance,Durability,Yes
SRV015879,C010,CUST06664,2023-01-20,,Better software,Design,Design,No
SRV025150,C001,CUST02413,2023-01-20,,Better design,Price,Price,Yes
SRV013120,C010,CUST01064,2023-01-20,1.0,Lower price,Price,Software,No
SRV017814,C001,CUST04865,2023-01-20,1.0,More smart features,Features,Customer support,No
SRV010014,C005,CUST02074,2023-01-20,,Better design,Features,Software,Yes
SRV000407,C001,CUST05154,2023-01-20,3.0,Better performance,Customer reviews,Durability,No
SRV000461,C004,CUST08910,2023-01-20,,Improved comfort,Features,Durability,Yes
SRV001587,C003,CUST01420,2023-01-20,,Improved comfort,Brand reputation,Design,Yes
SRV019276,C002,CUST04060,2023-01-20,,Longer battery life,Brand reputation,Battery life,Yes
SRV028429,C010,CUST08852,2023-01-20,1.0,Better design,Brand reputation,Price,No
SRV015544,C002,CUST09393,2023-01-20,5.0,Lower price,Features,Software,No
SRV000779,C007,CUST01806,2023-01-20,5.0,Better design,Design,Performance,No
SRV000168,C010,CUST09860,2023-01-20,,Lower price,Brand reputation,Performance,Yes
SRV018151,C009,CUST02808,2023-01-20,1.0,Improved comfort,Performance,Performance,No
SRV027848,C001,CUST02667,2023-01-20,4.0,Longer battery life,Performance,Performance,No
SRV001781,C009,CUST06641,2023-01-20,,Longer battery life,Performance,Comfort,No
SRV013682,C008,CUST03593,2023-01-20,3.0,Better software,Durability,Battery life,No
SRV000796,C010,CUST04969,2023-01-20,3.0,Better software,Customer reviews,Design,No
SRV025066,C008,CUST03940,2023-01-20,,More smart features,Price,Price,Yes
SRV017472,C001,CUST03234,2023-01-21,2.0,Longer battery life,Design,Price,No
